"Avg_Cost","SubItemType_C","nrOfFloors","Construction_Material_C","Item_Type_C","FloorsType_C","Floors_No","floodvulnerability","windvulnerability","postcode_coast_flg","postcode_alt_mean","postcode_slo_mean","postcode_rgh_mean","Building_Age","log_postcode_area","log_postcode_perimeter","log_postcode_coast_len"
791.58,1,1,1,1,1,1,"2","2",2,578.821,12.098,115.552,16,19.627208638254,11.4551480360506,10.0463750400847
1088.14,2,4,1,3,1,2,"5","2",2,13.833,2.119,20.083,47,13.0165182999209,8.16990264735914,7.22693601849329
3782.08,1,6,1,3,1,2,"5","2",2,13.833,2.119,20.083,72,13.0165182999209,8.16990264735914,7.22693601849329
258.3,1,0,1,3,1,2,"5","2",2,13.833,2.119,20.083,56,13.0165182999209,8.16990264735914,7.22693601849329
1893.5,2,1,2,3,1,1,"5","2",2,13.833,2.119,20.083,62,13.0165182999209,8.16990264735914,7.22693601849329
330.26,2,3,1,3,1,1,"5","2",2,13.833,2.119,20.083,25,13.0165182999209,8.16990264735914,7.22693601849329
246.3,1,2,1,3,1,1,"5","3",2,8.444,1.294,10.852,52,13.9173195745084,8.56541176368671,7.76768727718691
132.06,1,6,1,3,1,2,"5","3",2,8.444,1.294,10.852,47,13.9173195745084,8.56541176368671,7.76768727718691
3592.59,2,0,1,3,1,1,"5","3",2,4.282,0.666,5.859,62,14.7987501537645,9.27753162151651,8.29029259122431
859.15,1,0,1,1,2,1,"5","2",2,24.32,2.353,22,33,13.7797341463884,8.67931204089267,7.61874237767041
3329.25,1,5,1,3,2,1,"5","2",2,13.422,1.54,14.414,47,15.3713668756369,9.37050152410012,8.61631428228404
857.28,1,0,1,1,2,1,"5","2",2,13.422,1.54,14.414,30,15.3713668756369,9.37050152410012,8.61631428228404
401.73,1,0,1,1,2,1,"5","2",2,13.422,1.54,14.414,12,15.3713668756369,9.37050152410012,8.61631428228404
149.57,1,0,1,1,1,1,"3","2",2,680.34,10.72,102.491,36,18.7645742036226,11.1774807003189,8.08147504013705
373.2,1,0,1,1,1,1,"3","2",2,680.34,10.72,102.491,35,18.7645742036226,11.1774807003189,8.08147504013705
284,1,0,1,1,1,1,"4","2",2,85.928,1.604,15.169,47,19.5171027423517,11.8029872037688,10.7894633964079
578.84,1,2,1,3,1,2,"2","2",2,296.399,7.038,65.361,25,18.8904953928424,11.2571683253028,9.70753349401088
7042.3,1,2,1,1,1,1,"2","2",2,296.399,7.038,65.361,17,18.8904953928424,11.2571683253028,9.70753349401088
1345.33,1,2,1,1,1,1,"2","2",2,296.399,7.038,65.361,17,18.8904953928424,11.2571683253028,9.70753349401088
371.65,1,0,1,1,2,1,"4","3",2,69.906,2.314,21.66,37,19.2516607333924,11.4561646191485,10.3315618035052
468.5,1,0,1,3,1,1,"4","2",2,86.567,1.842,17.466,58,18.8809012175579,11.2861126902816,9.33220395973302
291.21,1,2,1,3,1,1,"4","2",2,86.567,1.842,17.466,47,18.8809012175579,11.2861126902816,9.33220395973302
918.8,2,1,1,3,1,2,"4","2",2,86.567,1.842,17.466,52,18.8809012175579,11.2861126902816,9.33220395973302
288.05,1,0,1,3,1,2,"4","2",2,86.567,1.842,17.466,42,18.8809012175579,11.2861126902816,9.33220395973302
812.25,1,0,1,1,2,1,"3","2",2,224.021,8.178,77.232,37,19.0311501656388,11.2825810495526,10.0039209498574
1805.15,2,1,2,1,1,1,"3","2",2,196.302,5.324,49.656,62,19.022704369551,12.6258252002464,12.3430219404662
455.97,2,0,1,3,1,1,"3","2",2,196.302,5.324,49.656,15,19.022704369551,12.6258252002464,12.3430219404662
1431.96,1,0,1,3,1,1,"1","2",2,532.253,13.994,133.979,42,19.1473728541059,11.5757875817269,9.10731047165664
850,1,0,1,1,2,1,"1","2",2,532.253,13.994,133.979,30,19.1473728541059,11.5757875817269,9.10731047165664
8572.95,1,1,1,3,1,2,"1","2",2,532.253,13.994,133.979,37,19.1473728541059,11.5757875817269,9.10731047165664
1411.88,1,1,2,1,1,1,"1","2",2,532.253,13.994,133.979,62,19.1473728541059,11.5757875817269,9.10731047165664
184.87,1,4,1,3,1,1,"1","2",2,532.253,13.994,133.979,43,19.1473728541059,11.5757875817269,9.10731047165664
840.29,1,0,1,1,2,1,"2","1",2,453.843,8.867,83.745,17,20.0303302440002,12.2633599399536,10.1614575610024
1154.91,1,2,1,1,1,1,"2","1",2,398.083,11.889,112.115,24,19.5679650723532,11.8598146845074,11.6713726160179
2500,1,1,1,1,1,1,"4","2",2,38.848,2.465,22.224,44,16.6769063148684,10.0898841284832,9.16868469670735
368.81,1,1,2,1,1,1,"2","2",2,287.991,11.45,109.519,22,17.6619705176087,10.9229484028988,10.5124919649836
1117.35,1,3,1,1,2,2,"2","2",2,430.124,7.945,74.896,46,18.5166976921189,11.2460389907081,9.21562637640542
1869.65,1,0,1,3,1,1,"2","3",2,224.893,6.926,62.889,62,17.8877893519175,10.7411462479388,9.8284945734947
523.6,1,0,1,3,1,1,"2","3",2,224.893,6.926,62.889,23,17.8877893519175,10.7411462479388,9.8284945734947
1157.58,1,0,1,1,2,1,"2","3",2,224.893,6.926,62.889,47,17.8877893519175,10.7411462479388,9.8284945734947
850,1,0,1,1,1,1,"3","1",2,299.885,6.509,61.692,46,18.7630179124737,11.2107387063156,10.149018622728
1608.87,1,0,1,1,2,1,"3","1",2,299.885,6.509,61.692,46,18.7630179124737,11.2107387063156,10.149018622728
1422.38,1,0,1,1,1,1,"3","1",2,299.885,6.509,61.692,35,18.7630179124737,11.2107387063156,10.149018622728
200,1,0,1,1,2,1,"2","1",2,278.047,9.233,87.179,42,18.9425469851811,11.5956660685092,11.1636658167856
289.78,1,1,1,1,1,1,"2","1",2,568.515,12.654,121.298,41,19.1904088008023,11.3647502298933,9.59280976029003
6876.12,1,1,2,3,1,1,"2","1",2,568.515,12.654,121.298,32,19.1904088008023,11.3647502298933,9.59280976029003
500,1,1,1,1,1,3,"2","1",2,201.683,8.592,80.485,6,19.0512066895397,11.8612980394212,11.6735210460186
1482.43,1,0,1,3,1,1,"2","2",2,154.745,7.94,74.881,52,18.6521626424233,11.577195199988,11.1567646745462
1391.91,1,3,1,2,1,1,"3","2",2,196.98,6.249,58.69,62,19.7685652510838,12.1705335469095,11.3795997654751
30,1,0,1,1,2,1,"3","2",2,196.98,6.249,58.69,22,19.7685652510838,12.1705335469095,11.3795997654751
165.91,2,0,1,1,2,1,"3","2",2,196.98,6.249,58.69,18,19.7685652510838,12.1705335469095,11.3795997654751
1259.58,1,2,1,1,2,1,"3","2",2,196.98,6.249,58.69,16,19.7685652510838,12.1705335469095,11.3795997654751
179.58,1,0,1,1,2,2,"3","2",2,196.98,6.249,58.69,19,19.7685652510838,12.1705335469095,11.3795997654751
295.2,1,4,1,3,2,1,"3","2",2,196.98,6.249,58.69,39,19.7685652510838,12.1705335469095,11.3795997654751
196.85,1,0,1,1,1,2,"3","2",2,196.98,6.249,58.69,44,19.7685652510838,12.1705335469095,11.3795997654751
291.88,1,0,1,1,2,1,"3","2",2,196.98,6.249,58.69,22,19.7685652510838,12.1705335469095,11.3795997654751
250,1,0,1,3,1,1,"3","2",2,196.98,6.249,58.69,52,19.7685652510838,12.1705335469095,11.3795997654751
195.92,1,1,1,1,1,1,"3","2",2,196.98,6.249,58.69,30,19.7685652510838,12.1705335469095,11.3795997654751
551.04,1,0,1,3,1,1,"3","2",2,196.98,6.249,58.69,43,19.7685652510838,12.1705335469095,11.3795997654751
246.25,1,0,1,1,2,1,"3","2",2,196.98,6.249,58.69,43,19.7685652510838,12.1705335469095,11.3795997654751
1252.77,1,2,1,1,1,2,"2","2",2,254.411,6.006,56.408,30,19.5724838868354,11.5904604154629,10.707616917522
104.57,1,2,1,1,2,1,"2","1",2,379.322,8.837,84.111,49,19.722172927821,11.6500665846836,10.5704960754864
1459.4,1,1,1,1,1,3,"2","1",2,379.322,8.837,84.111,26,19.722172927821,11.6500665846836,10.5704960754864
362.13,1,1,1,1,2,1,"2","1",2,379.322,8.837,84.111,43,19.722172927821,11.6500665846836,10.5704960754864
5510.96,1,1,2,1,1,1,"2","1",2,379.322,8.837,84.111,46,19.722172927821,11.6500665846836,10.5704960754864
599.71,1,0,1,1,2,1,"4","2",2,99.378,4.451,41.39,18,16.9812755640635,10.1953359338573,9.17076759685636
894.25,1,2,1,1,2,2,"4","2",2,99.378,4.451,41.39,41,16.9812755640635,10.1953359338573,9.17076759685636
995.17,1,2,1,1,1,1,"3","2",2,165.287,4.498,41.473,19,18.2989018592641,10.9635149258887,10.3756762926872
2133.13,1,0,1,1,1,1,"3","2",2,165.287,4.498,41.473,40,18.2989018592641,10.9635149258887,10.3756762926872
416.6,1,6,1,1,2,1,"3","2",2,462.156,7.512,70.793,17,20.3346666025035,12.0193032115802,8.79694389354174
259.01,1,4,1,2,1,2,"2","1",2,354.829,7.34,68.916,43,19.8064888093497,11.7487877886922,10.132334806767
1888.29,1,1,1,1,1,1,"2","2",2,190.344,7.056,66.132,30,19.152011600128,11.7549849760974,11.5794152062391
654.86,1,1,1,1,1,1,"3","2",2,260.814,7.441,70.121,27,17.989726459331,11.031545368422,9.87018926713461
3094.47,1,0,2,1,1,1,"1","1",2,407.04,9.536,87.028,23,18.3406001263936,11.0174973553842,9.98211387299132
249.12,1,0,1,3,1,1,"2","2",2,418.863,6.126,57.356,42,20.1828252214103,11.8034659482705,9.5313363234579
366,1,0,1,1,2,1,"5","3",2,36,1.882,18.1,50,14.8357760057191,9.26036786557583,8.11761074646623
150,1,0,1,1,2,1,"5","3",2,36,1.882,18.1,44,14.8357760057191,9.26036786557583,8.11761074646623
680.8,1,0,1,1,2,1,"5","3",2,36,1.882,18.1,12,14.8357760057191,9.26036786557583,8.11761074646623
1296.2,1,0,1,1,2,2,"5","3",2,36,1.882,18.1,42,14.8357760057191,9.26036786557583,8.11761074646623
2000,1,0,1,3,1,1,"5","3",2,36,1.882,18.1,53,14.8357760057191,9.26036786557583,8.11761074646623
457.9,1,0,1,1,2,2,"5","3",2,36,1.882,18.1,44,14.8357760057191,9.26036786557583,8.11761074646623
381.48,1,0,1,1,2,2,"5","3",2,36,1.882,18.1,44,14.8357760057191,9.26036786557583,8.11761074646623
1000,1,5,1,3,1,1,"5","3",2,36,1.882,18.1,42,14.8357760057191,9.26036786557583,8.11761074646623
610.69,1,0,1,1,2,1,"5","3",2,36,1.882,18.1,47,14.8357760057191,9.26036786557583,8.11761074646623
537.4,2,0,1,3,1,2,"5","3",2,36,1.882,18.1,44,14.8357760057191,9.26036786557583,8.11761074646623
250.48,1,1,1,3,1,2,"5","3",2,36,1.882,18.1,62,14.8357760057191,9.26036786557583,8.11761074646623
2261.54,1,0,1,3,1,2,"5","3",2,36,1.882,18.1,40,14.8357760057191,9.26036786557583,8.11761074646623
75,1,0,1,1,2,1,"5","2",2,25.78,2.548,24.04,16,14.4996538246772,8.90286367219622,7.77779262633883
1985.58,1,0,1,1,2,1,"5","2",2,25.78,2.548,24.04,31,14.4996538246772,8.90286367219622,7.77779262633883
90,1,0,1,1,2,1,"5","3",2,28.452,1.808,17.37,27,14.8575927059757,9.29136721061856,6.8351845861473
1687.24,1,0,1,3,1,1,"5","3",2,28.452,1.808,17.37,2,14.8575927059757,9.29136721061856,6.8351845861473
714.77,1,0,1,1,2,1,"5","3",2,28.452,1.808,17.37,27,14.8575927059757,9.29136721061856,6.8351845861473
350,1,0,1,3,1,2,"4","3",2,44.012,3.899,35.774,62,16.6527813066692,10.4942420313408,10.0426406139287
2750,1,2,1,3,1,1,"4","3",2,44.012,3.899,35.774,52,16.6527813066692,10.4942420313408,10.0426406139287
385.75,1,0,1,1,2,1,"2","2",2,387.067,7.87,72.815,22,19.8452382324828,12.1640259430278,10.548127029031
729.13,1,2,2,3,1,3,"2","2",2,387.067,7.87,72.815,34,19.8452382324828,12.1640259430278,10.548127029031
350,1,3,1,1,1,1,"2","2",2,387.067,7.87,72.815,33,19.8452382324828,12.1640259430278,10.548127029031
637.99,2,0,1,1,1,1,"2","2",2,387.067,7.87,72.815,20,19.8452382324828,12.1640259430278,10.548127029031
168.49,1,2,1,1,1,1,"3","2",2,407.575,7.435,69.294,30,20.2214878165657,11.640782036211,10.4009543430991
524.59,1,0,1,1,1,1,"3","2",2,407.575,7.435,69.294,13,20.2214878165657,11.640782036211,10.4009543430991
2129.13,1,0,1,1,1,2,"3","2",2,407.575,7.435,69.294,16,20.2214878165657,11.640782036211,10.4009543430991
261.4,1,0,1,1,2,1,"3","2",2,346.863,7.854,73.099,44,19.0087870577613,11.5011362443953,10.0883475514247
2000,1,0,1,1,2,1,"3","2",2,346.863,7.854,73.099,39,19.0087870577613,11.5011362443953,10.0883475514247
6500,2,0,2,3,1,1,"3","2",2,221.417,8.826,84.356,62,19.5147481368773,12.1859413642332,11.410050746047
433.6,1,0,1,3,1,1,"3","2",2,221.417,8.826,84.356,57,19.5147481368773,12.1859413642332,11.410050746047
333.6,1,1,1,3,1,1,"3","2",2,221.417,8.826,84.356,21,19.5147481368773,12.1859413642332,11.410050746047
1297.6,1,0,1,1,1,1,"2","2",2,280.463,10.411,98.452,34,18.5499443625711,11.2520281240441,10.3532884744643
1167.6,1,0,1,1,1,1,"2","2",2,280.463,10.411,98.452,34,18.5499443625711,11.2520281240441,10.3532884744643
1237.83,1,0,1,1,1,1,"2","2",2,280.463,10.411,98.452,34,18.5499443625711,11.2520281240441,10.3532884744643
1267.6,1,0,1,1,1,1,"2","2",2,280.463,10.411,98.452,34,18.5499443625711,11.2520281240441,10.3532884744643
1138.88,1,4,1,2,1,2,"3","3",2,97.622,4.279,39.926,45,18.9519381323602,11.6835876479955,11.4101837395083
357.45,1,2,1,3,1,3,"3","3",2,97.622,4.279,39.926,36,18.9519381323602,11.6835876479955,11.4101837395083
3000,1,1,1,3,1,3,"3","3",2,97.622,4.279,39.926,12,18.9519381323602,11.6835876479955,11.4101837395083
498.5,1,2,1,1,1,1,"3","3",2,97.622,4.279,39.926,16,18.9519381323602,11.6835876479955,11.4101837395083
74.4,1,0,1,3,1,1,"3","3",2,42.381,2.906,27.025,14,18.4100086087611,11.1734868329454,11.0964398535786
289.75,1,0,1,3,1,1,"3","3",2,205.431,6.617,62.07,8,19.0999839118591,11.6079810669178,11.3281007779582
148.8,2,3,2,3,1,1,"3","2",2,76.043,5.123,48.243,62,17.0017767824351,11.0619869362127,11.0619869362127
4554.33,2,2,1,3,1,1,"3","2",2,76.043,5.123,48.243,38,17.0017767824351,11.0619869362127,11.0619869362127
300,1,1,2,3,1,1,"3","2",2,76.043,5.123,48.243,62,17.0017767824351,11.0619869362127,11.0619869362127
1127.98,1,0,1,3,1,1,"3","2",2,166.303,6.898,63.667,20,18.5114751155529,11.2086125298546,10.3756451104112
1441.3,1,1,1,3,1,1,"3","3",2,112.989,6.833,64.771,30,18.3909191487497,10.9937820104307,10.6061394201103
5020.44,1,0,1,3,1,1,"3","3",2,112.989,6.833,64.771,62,18.3909191487497,10.9937820104307,10.6061394201103
220,1,0,1,3,2,2,"4","3",2,66.806,4.244,39.855,37,18.4222155854803,11.7434417706139,11.5270453091309
1171.01,1,0,1,3,1,1,"4","3",2,66.806,4.244,39.855,36,18.4222155854803,11.7434417706139,11.5270453091309
361,2,0,1,1,1,2,"4","3",2,66.806,4.244,39.855,22,18.4222155854803,11.7434417706139,11.5270453091309
3485.08,2,0,1,3,1,1,"4","3",2,66.806,4.244,39.855,13,18.4222155854803,11.7434417706139,11.5270453091309
1338.48,1,5,2,1,2,2,"4","3",2,66.806,4.244,39.855,62,18.4222155854803,11.7434417706139,11.5270453091309
386.56,1,5,2,1,2,2,"4","3",2,66.806,4.244,39.855,62,18.4222155854803,11.7434417706139,11.5270453091309
724.19,1,0,1,3,1,1,"4","3",2,66.806,4.244,39.855,31,18.4222155854803,11.7434417706139,11.5270453091309
686.56,1,2,1,3,2,1,"4","3",2,66.806,4.244,39.855,52,18.4222155854803,11.7434417706139,11.5270453091309
355.73,2,0,1,3,1,1,"4","3",2,66.806,4.244,39.855,39,18.4222155854803,11.7434417706139,11.5270453091309
329.65,1,0,2,3,1,1,"4","3",2,66.806,4.244,39.855,21,18.4222155854803,11.7434417706139,11.5270453091309
4000,1,4,2,1,2,2,"4","3",2,66.806,4.244,39.855,72,18.4222155854803,11.7434417706139,11.5270453091309
1270.1,1,0,1,1,2,1,"4","3",2,66.806,4.244,39.855,43,18.4222155854803,11.7434417706139,11.5270453091309
148.8,1,4,2,1,2,1,"4","3",2,66.806,4.244,39.855,62,18.4222155854803,11.7434417706139,11.5270453091309
456.75,1,0,1,1,2,1,"4","3",2,66.806,4.244,39.855,19,18.4222155854803,11.7434417706139,11.5270453091309
150.39,2,0,1,1,2,1,"5","2",2,14.632,1.708,14.684,63,13.6024509919374,8.23031079913502,6.4085287910595
455.09,1,8,1,1,2,1,"5","2",2,14.632,1.708,14.684,61,13.6024509919374,8.23031079913502,6.4085287910595
6000,1,7,1,1,2,1,"5","2",2,14.632,1.708,14.684,60,13.6024509919374,8.23031079913502,6.4085287910595
1500,2,6,1,1,2,1,"5","2",2,14.632,1.708,14.684,49,13.6024509919374,8.23031079913502,6.4085287910595
988.52,2,4,1,3,1,2,"5","2",2,14.632,1.708,14.684,52,13.6024509919374,8.23031079913502,6.4085287910595
352.77,1,0,1,1,2,1,"5","2",2,23.429,1.676,16,44,12.5759209386358,7.68340368105383,6.20050917404269
2297.81,1,0,1,1,2,1,"5","2",2,23.429,1.676,16,61,12.5759209386358,7.68340368105383,6.20050917404269
229.4,2,1,1,3,1,1,"5","2",2,23.429,1.676,16,47,12.5759209386358,7.68340368105383,6.20050917404269
600.79,1,0,1,1,2,1,"5","2",2,23.429,1.676,16,44,12.5759209386358,7.68340368105383,6.20050917404269
450.525,1,7,1,3,1,2,"5","2",2,20.25,1.687,15,42,11.9632938279142,7.42476176182321,5.59471137960184
4645.91,1,7,1,3,1,1,"5","3",2,7.333,1.292,12.333,32,12.1383878467144,7.71423114484909,6.70808408385307
779.4,1,0,1,3,1,3,"5","3",2,7.333,1.292,12.333,32,12.1383878467144,7.71423114484909,6.70808408385307
5503.72,1,5,1,3,1,2,"5","3",2,4.375,1.095,10.125,57,12.5435907635981,7.85399308722424,6.57786135772105
463.1,1,3,1,3,1,2,"5","3",2,4.375,1.095,10.125,23,12.5435907635981,7.85399308722424,6.57786135772105
184.5,2,4,1,3,1,3,"5","3",2,3.553,0.438,4.032,43,15.1401459812973,9.41058370340406,8.76717339668401
3500,1,0,1,3,1,1,"5","3",2,3.553,0.438,4.032,49,15.1401459812973,9.41058370340406,8.76717339668401
1207.91,1,4,1,3,1,1,"5","3",2,3.553,0.438,4.032,60,15.1401459812973,9.41058370340406,8.76717339668401
243.79,1,2,1,3,1,4,"5","3",2,3.553,0.438,4.032,40,15.1401459812973,9.41058370340406,8.76717339668401
2215.4433,2,4,1,3,1,3,"5","3",2,3.553,0.438,4.032,43,15.1401459812973,9.41058370340406,8.76717339668401
534.8,1,0,1,1,2,1,"5","2",2,16.333,1.151,8.917,52,13.0282658620252,8.14060704285845,5.92157841964382
148.4,1,0,1,1,2,1,"5","2",2,13.778,1.456,11.222,49,12.9066943223153,7.98241634682773,6.87935580446044
149.2,1,0,1,1,2,1,"5","2",2,13.778,1.456,11.222,54,12.9066943223153,7.98241634682773,6.87935580446044
425,1,7,1,1,2,1,"5","2",2,9.1,1.36,11.2,56,12.7534307570225,7.88908440703551,6.65027904858742
337.45,1,0,1,1,2,1,"5","2",2,9.1,1.36,11.2,50,12.7534307570225,7.88908440703551,6.65027904858742
148.8,1,0,1,1,2,1,"5","2",2,9.1,1.36,11.2,44,12.7534307570225,7.88908440703551,6.65027904858742
86.8,1,0,1,1,2,1,"5","2",2,9.1,1.36,11.2,47,12.7534307570225,7.88908440703551,6.65027904858742
83.7,1,6,1,1,2,1,"5","2",2,10.667,1.191,10,44,12.7157806449867,7.8935720735049,6.04973345523196
1500,2,0,1,1,2,1,"4","2",2,16.556,1.777,16.583,10,14.2227840299963,8.98757175036705,8.58634605010455
479.8367,1,5,1,1,2,1,"4","2",2,16.556,1.777,16.583,32,14.2227840299963,8.98757175036705,8.58634605010455
565.1,1,0,1,1,2,1,"4","2",2,16.556,1.777,16.583,32,14.2227840299963,8.98757175036705,8.58634605010455
150.78,1,0,1,1,2,1,"4","2",2,16.556,1.777,16.583,42,14.2227840299963,8.98757175036705,8.58634605010455
395.23,1,0,1,1,2,1,"4","2",2,16.556,1.777,16.583,12,14.2227840299963,8.98757175036705,8.58634605010455
146.02,1,4,1,3,1,2,"5","3",2,20.087,2.137,19.275,32,14.8313928369506,9.33573878137052,8.62586820804189
233.8,2,0,1,3,1,1,"5","3",2,20.087,2.137,19.275,55,14.8313928369506,9.33573878137052,8.62586820804189
425,1,5,1,1,2,1,"5","3",2,20.087,2.137,19.275,33,14.8313928369506,9.33573878137052,8.62586820804189
746.02,1,0,1,1,2,1,"5","3",2,20.087,2.137,19.275,16,14.8313928369506,9.33573878137052,8.62586820804189
184.5,1,0,1,1,2,1,"5","3",2,20.087,2.137,19.275,14,14.8313928369506,9.33573878137052,8.62586820804189
434.42,1,0,1,1,2,1,"5","3",2,20.087,2.137,19.275,51,14.8313928369506,9.33573878137052,8.62586820804189
486,1,0,1,1,2,1,"5","3",2,20.087,2.137,19.275,24,14.8313928369506,9.33573878137052,8.62586820804189
685.55,1,0,1,3,1,1,"3","2",2,162.222,3.693,34.476,24,18.5743137069302,11.231927669547,8.75715452765661
1501.66,1,1,1,3,1,3,"3","2",2,162.222,3.693,34.476,13,18.5743137069302,11.231927669547,8.75715452765661
9822.37,1,0,1,1,1,1,"3","2",2,162.222,3.693,34.476,17,18.5743137069302,11.231927669547,8.75715452765661
146.82,1,0,1,1,1,1,"3","2",2,162.222,3.693,34.476,17,18.5743137069302,11.231927669547,8.75715452765661
547.3,1,0,1,3,1,2,"4","2",2,24.366,1.541,14.038,17,16.6347332524138,10.2239392863173,9.81274193922938
320,1,0,1,1,2,1,"4","2",2,24.366,1.541,14.038,33,16.6347332524138,10.2239392863173,9.81274193922938
656.32,1,3,1,3,2,1,"3","2",2,179.459,6.447,59.352,43,19.1096086659463,11.6623794181386,9.67652421511905
820.63,1,1,1,1,1,1,"3","2",2,179.459,6.447,59.352,32,19.1096086659463,11.6623794181386,9.67652421511905
3865.26,1,2,1,3,1,1,"3","2",2,179.459,6.447,59.352,24,19.1096086659463,11.6623794181386,9.67652421511905
3088.47,1,0,1,3,1,1,"3","2",2,179.459,6.447,59.352,13,19.1096086659463,11.6623794181386,9.67652421511905
1143.29,1,3,1,1,2,2,"4","2",2,60.527,1.99,18.69,16,17.0290975013231,10.3288206452818,9.02087334702136
838.79,1,1,2,3,1,3,"4","2",2,60.527,1.99,18.69,19,17.0290975013231,10.3288206452818,9.02087334702136
148.8,1,0,1,1,2,1,"4","2",2,60.527,1.99,18.69,53,17.0290975013231,10.3288206452818,9.02087334702136
423.15,2,0,1,3,1,1,"4","2",2,60.527,1.99,18.69,54,17.0290975013231,10.3288206452818,9.02087334702136
600,1,0,1,1,1,1,"4","2",2,60.527,1.99,18.69,25,17.0290975013231,10.3288206452818,9.02087334702136
768.18,1,0,1,1,1,2,"4","2",2,60.527,1.99,18.69,40,17.0290975013231,10.3288206452818,9.02087334702136
2970.6,1,3,1,3,1,1,"4","2",2,60.527,1.99,18.69,22,17.0290975013231,10.3288206452818,9.02087334702136
158.71,1,0,2,3,2,1,"4","2",2,60.527,1.99,18.69,23,17.0290975013231,10.3288206452818,9.02087334702136
1549.18,1,0,1,1,1,1,"4","2",2,60.527,1.99,18.69,44,17.0290975013231,10.3288206452818,9.02087334702136
